Date,Close
4/17/2018,4.72
4/18/2018,4.81
4/19/2018,4.73
4/20/2018,4.66
4/23/2018,4.51
4/24/2018,4.58
4/25/2018,4.54
4/26/2018,4.62
4/27/2018,4.65
4/30/2018,4.63
5/01/2018,4.67
5/02/2018,4.76
5/03/2018,4.75
5/04/2018,4.74
5/07/2018,4.73
5/08/2018,4.78
5/09/2018,4.74
5/10/2018,4.74
5/11/2018,4.81
5/14/2018,4.71
5/15/2018,4.51
5/16/2018,4.46
5/17/2018,4.43
5/18/2018,4.54
5/21/2018,4.48
5/22/2018,4.57
5/23/2018,4.59
5/24/2018,4.67
5/25/2018,4.63
5/29/2018,4.62
5/30/2018,4.57
5/31/2018,4.53
6/01/2018,4.53
6/04/2018,4.47
6/05/2018,4.51
6/06/2018,4.51
6/07/2018,4.46
6/08/2018,4.44
6/11/2018,4.43
6/12/2018,4.44
6/13/2018,4.52
6/14/2018,4.55
6/15/2018,4.56
6/18/2018,4.53
6/19/2018,4.5
6/20/2018,4.5
6/21/2018,4.48
6/22/2018,4.42
6/25/2018,4.34
6/26/2018,4.41
6/27/2018,4.44
6/28/2018,4.45
6/29/2018,4.5
7/02/2018,4.46
7/03/2018,4.57
7/05/2018,4.57
7/06/2018,4.67
7/09/2018,4.58
7/10/2018,4.53
7/11/2018,4.42
7/12/2018,4.39
7/13/2018,4.39
7/16/2018,4.44
7/17/2018,4.44
7/18/2018,4.43
7/19/2018,4.47
7/20/2018,4.48
7/23/2018,4.39
7/24/2018,4.35
7/25/2018,4.47
7/26/2018,4.44
7/27/2018,4.4
7/30/2018,4.35
7/31/2018,4.44
8/01/2018,4.35
8/02/2018,4.26
8/03/2018,4.28
8/06/2018,4.32
8/07/2018,4.24
8/08/2018,4.25
8/09/2018,4.25
8/10/2018,4.22
8/13/2018,4.07
8/14/2018,3.99
8/15/2018,3.69
8/16/2018,3.54
8/17/2018,3.58
8/20/2018,3.69
8/21/2018,3.69
8/22/2018,3.73
8/23/2018,3.56
8/24/2018,3.76
8/27/2018,3.89
8/28/2018,3.83
8/29/2018,3.83
8/30/2018,3.85
8/31/2018,3.86
9/04/2018,3.74
9/05/2018,3.79
9/06/2018,3.82
9/07/2018,3.84
9/10/2018,3.8
9/11/2018,3.75
9/12/2018,3.82
9/13/2018,3.77
9/14/2018,3.68
9/17/2018,3.77
9/18/2018,3.75
9/19/2018,3.81
9/20/2018,3.83
9/21/2018,3.75
9/24/2018,3.77
9/25/2018,3.86
9/26/2018,3.76
9/27/2018,3.71
9/28/2018,3.73
10/01/2018,3.75
10/02/2018,3.87
10/03/2018,3.82
10/04/2018,3.88
10/05/2018,3.84
10/08/2018,3.91
10/09/2018,3.8
10/10/2018,3.84
10/11/2018,4.09
10/12/2018,4.11
10/15/2018,4.12
10/16/2018,4.07
10/17/2018,4.14
10/18/2018,4.1
10/19/2018,4.16
10/22/2018,4.03
10/23/2018,4.03
10/24/2018,3.9
10/25/2018,3.75
10/26/2018,3.79
10/29/2018,3.76
10/30/2018,3.79
10/31/2018,3.67
11/01/2018,3.84
11/02/2018,3.82
11/05/2018,3.76
11/06/2018,3.79
11/07/2018,3.71
11/08/2018,3.68
11/09/2018,3.74
11/12/2018,3.58
11/13/2018,3.5
11/14/2018,3.68
11/15/2018,3.9
11/16/2018,3.94
11/19/2018,3.97
11/20/2018,3.98
11/21/2018,4.12
11/23/2018,4.12
11/26/2018,4.01
11/27/2018,4.01
11/28/2018,4.14
11/29/2018,4.15
11/30/2018,4.19
12/03/2018,4.25
12/04/2018,4.23
12/06/2018,4.17
12/07/2018,4.34
12/10/2018,4.33
12/11/2018,4.33
12/12/2018,4.4
12/13/2018,4.43
12/14/2018,4.36
12/17/2018,4.45
12/18/2018,4.58
12/19/2018,4.4
12/20/2018,4.49
12/21/2018,4.56
12/24/2018,4.57
12/26/2018,4.56
12/27/2018,4.54
12/28/2018,4.53
12/31/2018,4.61
1/02/2019,4.63
1/03/2019,4.77
1/04/2019,4.79
1/07/2019,4.66
1/08/2019,4.66
1/09/2019,4.79
1/10/2019,4.74
1/11/2019,4.71
1/14/2019,4.75
1/15/2019,4.63
1/16/2019,4.55
1/17/2019,4.52
1/18/2019,4.41
1/22/2019,4.52
1/23/2019,4.54
1/24/2019,4.58
1/25/2019,4.74
1/28/2019,4.82
1/29/2019,4.99
1/30/2019,5.05
1/31/2019,5.25
2/01/2019,5.25
2/04/2019,5.24
2/05/2019,5.29
2/06/2019,5.31
2/07/2019,5.35
2/08/2019,5.52
2/11/2019,5.39
2/12/2019,5.4
2/13/2019,5.39
2/14/2019,5.42
2/15/2019,5.49
2/19/2019,5.63
2/20/2019,5.62
2/21/2019,5.78
2/22/2019,5.8
2/25/2019,5.68
2/26/2019,5.8
2/27/2019,5.67
2/28/2019,5.62
3/01/2019,5.46
3/04/2019,5.45
3/05/2019,5.47
3/06/2019,5.43
3/07/2019,5.46
3/08/2019,5.68
3/11/2019,5.57
3/12/2019,5.71
3/13/2019,5.79
3/14/2019,5.65
3/15/2019,5.62
3/18/2019,5.57
3/19/2019,5.64
3/20/2019,5.74
3/21/2019,5.75
3/22/2019,5.72
3/25/2019,5.81
3/26/2019,5.82
3/27/2019,5.71
3/28/2019,5.58
3/29/2019,5.48
4/01/2019,5.4
4/02/2019,5.42
4/03/2019,5.38
4/04/2019,5.49
4/05/2019,5.57
4/08/2019,5.62
4/09/2019,5.7
4/10/2019,5.62
4/11/2019,5.59
4/12/2019,5.53
4/15/2019,5.63
4/16/2019,5.45
4/17/2019,5.52
4/18/2019,5.47
4/22/2019,5.32
4/23/2019,5.17
4/24/2019,5.25
4/25/2019,5.15
4/26/2019,5.39
4/29/2019,5.26
4/30/2019,5.37
5/01/2019,5.21
5/02/2019,5.14
5/03/2019,5.15
5/06/2019,5.18
5/07/2019,5.3
5/08/2019,5.12
5/09/2019,5.11
5/10/2019,5.07
5/13/2019,5.22
5/14/2019,5.17
5/15/2019,5.17
5/16/2019,5.18
5/17/2019,5.21
5/20/2019,5.13
5/21/2019,5.14
5/22/2019,5.07
5/23/2019,5.07
5/24/2019,5.07
5/28/2019,5
5/29/2019,5
5/30/2019,5.12
5/31/2019,5.45
6/03/2019,5.61
6/04/2019,5.57
6/05/2019,5.54
6/06/2019,5.56
6/07/2019,5.47
6/10/2019,5.35
6/11/2019,5.3
6/12/2019,5.43
6/13/2019,5.45
6/14/2019,5.45
6/17/2019,5.52
6/18/2019,5.52
6/19/2019,5.54
6/20/2019,5.66
6/21/2019,5.67
6/24/2019,5.79
6/25/2019,5.81
6/26/2019,5.67
6/27/2019,5.64
6/28/2019,5.54
7/01/2019,5.38
7/02/2019,5.66
7/03/2019,5.65
7/05/2019,5.54
7/08/2019,5.39
7/09/2019,5.49
7/10/2019,5.59
7/11/2019,5.58
7/12/2019,5.69
7/15/2019,5.68
7/16/2019,5.65
7/17/2019,5.9
7/18/2019,6.43
7/19/2019,6.52
7/22/2019,6.52
7/23/2019,6.47
7/24/2019,6.82
7/25/2019,6.48
7/26/2019,6.45
7/29/2019,6.5
7/30/2019,6.62
7/31/2019,6.14
8/01/2019,6.47
8/02/2019,6.2
8/05/2019,6.76
8/06/2019,6.54
8/07/2019,6.58
8/08/2019,6.6
8/09/2019,6.56
8/12/2019,6.52
8/13/2019,6.52
8/14/2019,6.21
8/15/2019,6.3
8/16/2019,6
8/19/2019,6.05
8/20/2019,6.31
8/21/2019,6.28
8/22/2019,6.21
8/23/2019,6.48
8/26/2019,6.42
8/27/2019,6.52
8/28/2019,6.47
8/29/2019,6.24
8/30/2019,6.23
9/03/2019,6.34
9/04/2019,6.32
9/05/2019,5.9
9/06/2019,5.79
9/09/2019,5.64
9/10/2019,5.63
9/11/2019,5.7
9/12/2019,5.58
9/13/2019,5.58
9/16/2019,5.63
9/17/2019,5.83
9/18/2019,5.69
9/19/2019,5.83
9/20/2019,5.91
9/23/2019,6.1
9/24/2019,6.18
9/25/2019,5.91
9/26/2019,5.85
9/27/2019,5.85
9/30/2019,5.64
10/01/2019,5.67
10/02/2019,5.69
10/03/2019,5.68
10/04/2019,5.88
10/07/2019,5.83
10/08/2019,5.98
10/09/2019,5.84
10/10/2019,5.91
10/11/2019,5.78
10/14/2019,5.92
10/15/2019,5.64
10/16/2019,5.71
10/17/2019,5.88
10/18/2019,5.87
10/21/2019,5.77
10/22/2019,5.87
10/23/2019,5.79
10/24/2019,6.02
10/25/2019,6.1
10/28/2019,6.01
10/29/2019,6.18
10/30/2019,6.35
10/31/2019,7.1
11/01/2019,7.04
11/05/2019,6.76
11/06/2019,6.85
11/07/2019,6.85
11/08/2019,6.53
11/11/2019,6.44
11/12/2019,6.61
11/13/2019,6.68
11/14/2019,6.84
11/15/2019,6.67
11/18/2019,6.74
11/19/2019,6.73
11/20/2019,6.83
11/21/2019,6.58
11/22/2019,6.56
11/25/2019,6.49
11/26/2019,6.64
11/27/2019,6.58
11/29/2019,6.73
12/02/2019,6.72
12/03/2019,6.92
12/04/2019,6.8
12/05/2019,6.88
12/06/2019,6.66
12/09/2019,6.65
12/10/2019,6.75
12/11/2019,6.89
12/12/2019,6.83
12/13/2019,6.92
12/16/2019,6.8
12/17/2019,6.78
12/18/2019,6.79
12/19/2019,6.9
12/20/2019,6.67
12/23/2019,7.11
12/24/2019,7.31
12/26/2019,7.45
12/27/2019,7.34
12/30/2019,7.53
12/31/2019,7.45
